ZENITH(DEG),AZIMUTH(DEG),VERT(dBi),HORI(dBi),TOTAL(dBi)
48.0,335.0,-10.01,1.65,1.93
49.0,335.0,-9.63,2.33,2.60
50.0,335.0,-9.30,2.96,3.21
51.0,335.0,-9.01,3.54,3.77
52.0,335.0,-8.77,4.08,4.30
53.0,335.0,-8.58,4.57,4.78
54.0,335.0,-8.43,5.03,5.22
55.0,335.0,-8.33,5.44,5.62
56.0,335.0,-8.27,5.82,5.99
57.0,335.0,-8.25,6.17,6.33
58.0,335.0,-8.27,6.49,6.63
59.0,335.0,-8.33,6.77,6.90
60.0,335.0,-8.44,7.02,7.14
61.0,335.0,-8.59,7.23,7.35
62.0,335.0,-8.78,7.42,7.52
63.0,335.0,-9.02,7.57,7.67
64.0,335.0,-9.30,7.70,7.78
65.0,335.0,-9.62,7.79,7.87
66.0,335.0,-9.99,7.85,7.92
67.0,335.0,-10.41,7.87,7.93
68.0,335.0,-10.87,7.86,7.92
69.0,335.0,-11.39,7.82,7.87
70.0,335.0,-11.94,7.73,7.78
71.0,335.0,-12.55,7.61,7.66
72.0,335.0,-13.20,7.45,7.49
73.0,335.0,-13.90,7.25,7.28
74.0,335.0,-14.64,7.00,7.03
75.0,335.0,-15.41,6.70,6.73
76.0,335.0,-16.21,6.34,6.37
77.0,335.0,-17.02,5.93,5.95
78.0,335.0,-17.84,5.45,5.47
79.0,335.0,-18.66,4.89,4.91
80.0,335.0,-19.47,4.24,4.26
81.0,335.0,-20.26,3.50,3.52
82.0,335.0,-21.05,2.63,2.64
83.0,335.0,-21.87,1.60,1.62
84.0,335.0,-22.76,0.39,0.41
85.0,335.0,-23.81,-1.09,-1.07
86.0,335.0,-25.14,-2.94,-2.91
87.0,335.0,-26.96,-5.36,-5.33
88.0,335.0,-29.74,-8.82,-8.78
89.0,335.0,-34.97,-14.79,-14.75
0.0,336.0,-4.65,2.38,3.16
1.0,336.0,-4.66,2.37,3.16
2.0,336.0,-4.68,2.36,3.14
3.0,336.0,-4.71,2.34,3.12
4.0,336.0,-4.76,2.30,3.08
5.0,336.0,-4.82,2.26,3.04
6.0,336.0,-4.89,2.20,2.98
7.0,336.0,-4.99,2.14,2.91
8.0,336.0,-5.09,2.06,2.83
9.0,336.0,-5.21,1.97,2.73
10.0,336.0,-5.35,1.87,2.62
11.0,336.0,-5.51,1.75,2.50
12.0,336.0,-5.68,1.62,2.36
13.0,336.0,-5.87,1.48,2.21
14.0,336.0,-6.08,1.32,2.04
15.0,336.0,-6.31,1.13,1.85
16.0,336.0,-6.57,0.93,1.64
17.0,336.0,-6.85,0.71,1.41
18.0,336.0,-7.15,0.47,1.16
19.0,336.0,-7.48,0.19,0.88
20.0,336.0,-7.84,-0.11,0.57
21.0,336.0,-8.23,-0.44,0.23
22.0,336.0,-8.66,-0.81,-0.15
23.0,336.0,-9.12,-1.22,-0.57
24.0,336.0,-9.62,-1.67,-1.03
25.0,336.0,-10.17,-2.18,-1.54
26.0,336.0,-10.76,-2.74,-2.10
27.0,336.0,-11.40,-3.37,-2.73
28.0,336.0,-12.08,-4.07,-3.44
29.0,336.0,-12.81,-4.86,-4.22
30.0,336.0,-13.59,-5.75,-5.09
31.0,336.0,-14.38,-6.73,-6.04
32.0,336.0,-15.18,-7.80,-7.07
33.0,336.0,-15.93,-8.91,-8.12
34.0,336.0,-16.56,-9.95,-9.09
35.0,336.0,-16.99,-10.68,-9.77
36.0,336.0,-17.15,-10.83,-9.91
37.0,336.0,-16.99,-10.25,-9.42
38.0,336.0,-16.57,-9.14,-8.42
39.0,336.0,-15.97,-7.79,-7.17
40.0,336.0,-15.25,-6.39,-5.86
41.0,336.0,-14.51,-5.06,-4.59
42.0,336.0,-13.77,-3.82,-3.40
43.0,336.0,-13.06,-2.68,-2.30
44.0,336.0,-12.40,-1.63,-1.29
45.0,336.0,-11.80,-0.68,-0.36
46.0,336.0,-11.25,0.19,0.50
47.0,336.0,-10.76,1.00,1.28
48.0,336.0,-10.32,1.74,2.00
49.0,336.0,-9.94,2.42,2.67
50.0,336.0,-9.60,3.05,3.28
51.0,336.0,-9.32,3.63,3.85
52.0,336.0,-9.08,4.17,4.37
53.0,336.0,-8.88,4.67,4.85
54.0,336.0,-8.73,5.12,5.30
55.0,336.0,-8.63,5.54,5.70
56.0,336.0,-8.57,5.92,6.08
57.0,336.0,-8.55,6.27,6.41
58.0,336.0,-8.57,6.59,6.72
59.0,336.0,-8.63,6.87,6.99
60.0,336.0,-8.74,7.12,7.23
61.0,336.0,-8.89,7.34,7.44
62.0,336.0,-9.08,7.52,7.62
63.0,336.0,-9.32,7.68,7.76
64.0,336.0,-9.59,7.80,7.88
65.0,336.0,-9.92,7.89,7.96
66.0,336.0,-10.29,7.95,8.02
67.0,336.0,-10.70,7.98,8.03
68.0,336.0,-11.17,7.97,8.02
69.0,336.0,-11.68,7.92,7.97
70.0,336.0,-12.24,7.84,7.88
71.0,336.0,-12.84,7.72,7.76
72.0,336.0,-13.49,7.56,7.60
73.0,336.0,-14.19,7.36,7.39
74.0,336.0,-14.93,7.11,7.14
75.0,336.0,-15.70,6.81,6.83
76.0,336.0,-16.50,6.45,6.48
77.0,336.0,-17.31,6.04,6.06
78.0,336.0,-18.13,5.56,5.58
79.0,336.0,-18.95,5.00,5.02
80.0,336.0,-19.75,4.36,4.37
81.0,336.0,-20.55,3.61,3.63
82.0,336.0,-21.34,2.74,2.75
83.0,336.0,-22.16,1.72,1.73
84.0,336.0,-23.05,0.50,0.52
85.0,336.0,-24.10,-0.98,-0.96
86.0,336.0,-25.42,-2.82,-2.80
87.0,336.0,-27.24,-5.25,-5.22
88.0,336.0,-30.03,-8.71,-8.67
89.0,336.0,-35.26,-14.68,-14.64
0.0,337.0,-5.00,2.45,3.16
1.0,337.0,-5.00,2.44,3.16
2.0,337.0,-5.02,2.43,3.14
3.0,337.0,-5.06,2.40,3.12
4.0,337.0,-5.11,2.37,3.08
5.0,337.0,-5.17,2.32,3.04
6.0,337.0,-5.24,2.27,2.98
7.0,337.0,-5.33,2.20,2.91
8.0,337.0,-5.44,2.13,2.83
9.0,337.0,-5.56,2.04,2.73
10.0,337.0,-5.70,1.94,2.63
11.0,337.0,-5.85,1.82,2.51
12.0,337.0,-6.02,1.69,2.37
13.0,337.0,-6.22,1.55,2.22
14.0,337.0,-6.43,1.38,2.05
15.0,337.0,-6.66,1.20,1.86
16.0,337.0,-6.91,1.00,1.65
17.0,337.0,-7.19,0.78,1.42
18.0,337.0,-7.49,0.54,1.17
19.0,337.0,-7.82,0.26,0.89
20.0,337.0,-8.18,-0.04,0.58
21.0,337.0,-8.58,-0.37,0.24
22.0,337.0,-9.00,-0.74,-0.13
23.0,337.0,-9.46,-1.14,-0.55
24.0,337.0,-9.97,-1.60,-1.01
25.0,337.0,-10.51,-2.10,-1.52
26.0,337.0,-11.10,-2.67,-2.08
27.0,337.0,-11.73,-3.29,-2.71
28.0,337.0,-12.42,-4.00,-3.42
29.0,337.0,-13.15,-4.79,-4.20
30.0,337.0,-13.92,-5.67,-5.06
31.0,337.0,-14.72,-6.65,-6.02
32.0,337.0,-15.52,-7.72,-7.05
33.0,337.0,-16.27,-8.83,-8.11
34.0,337.0,-16.90,-9.87,-9.08
35.0,337.0,-17.33,-10.60,-9.77
36.0,337.0,-17.48,-10.74,-9.91
37.0,337.0,-17.33,-10.17,-9.41
38.0,337.0,-16.91,-9.06,-8.40
39.0,337.0,-16.30,-7.70,-7.14
40.0,337.0,-15.59,-6.31,-5.82
41.0,337.0,-14.84,-4.97,-4.54
42.0,337.0,-14.10,-3.73,-3.35
43.0,337.0,-13.39,-2.59,-2.24
44.0,337.0,-12.73,-1.55,-1.23
45.0,337.0,-12.13,-0.59,-0.30
46.0,337.0,-11.58,0.28,0.56
47.0,337.0,-11.08,1.09,1.34
48.0,337.0,-10.65,1.83,2.07
49.0,337.0,-10.26,2.51,2.74
50.0,337.0,-9.92,3.14,3.35
51.0,337.0,-9.64,3.73,3.92
52.0,337.0,-9.40,4.26,4.45
53.0,337.0,-9.20,4.76,4.93
54.0,337.0,-9.05,5.22,5.38
55.0,337.0,-8.95,5.64,5.78
56.0,337.0,-8.88,6.02,6.16
57.0,337.0,-8.86,6.37,6.50
58.0,337.0,-8.89,6.68,6.80
59.0,337.0,-8.95,6.97,7.08
60.0,337.0,-9.05,7.22,7.32
61.0,337.0,-9.20,7.43,7.53
62.0,337.0,-9.39,7.62,7.71
63.0,337.0,-9.63,7.78,7.86
64.0,337.0,-9.91,7.90,7.97
65.0,337.0,-10.23,7.99,8.06
66.0,337.0,-10.60,8.05,8.11
67.0,337.0,-11.01,8.08,8.13
68.0,337.0,-11.48,8.07,8.12
69.0,337.0,-11.99,8.03,8.07
70.0,337.0,-12.54,7.94,7.98
71.0,337.0,-13.15,7.83,7.86
72.0,337.0,-13.80,7.67,7.70
73.0,337.0,-14.50,7.46,7.49
74.0,337.0,-15.23,7.21,7.24
75.0,337.0,-16.00,6.91,6.94
76.0,337.0,-16.80,6.56,6.58
77.0,337.0,-17.62,6.15,6.16
78.0,337.0,-18.44,5.66,5.68
79.0,337.0,-19.25,5.11,5.12
80.0,337.0,-20.06,4.46,4.48
81.0,337.0,-20.85,3.72,3.73
82.0,337.0,-21.64,2.84,2.86
83.0,337.0,-22.46,1.82,1.84
84.0,337.0,-23.36,0.61,0.62
85.0,337.0,-24.40,-0.87,-0.85
86.0,337.0,-25.73,-2.72,-2.69
87.0,337.0,-27.55,-5.14,-5.11
88.0,337.0,-30.33,-8.60,-8.57
89.0,337.0,-35.56,-14.57,-14.54
0.0,338.0,-5.36,2.51,3.16
1.0,338.0,-5.37,2.50,3.16
2.0,338.0,-5.39,2.49,3.14
3.0,338.0,-5.42,2.46,3.12
4.0,338.0,-5.47,2.43,3.08
5.0,338.0,-5.53,2.39,3.04
6.0,338.0,-5.61,2.33,2.98
7.0,338.0,-5.70,2.27,2.91
8.0,338.0,-5.80,2.19,2.83
9.0,338.0,-5.93,2.10,2.74
10.0,338.0,-6.06,2.00,2.63
11.0,338.0,-6.22,1.89,2.51
12.0,338.0,-6.39,1.76,2.38
13.0,338.0,-6.58,1.61,2.22
14.0,338.0,-6.79,1.45,2.06
15.0,338.0,-7.02,1.27,1.87
16.0,338.0,-7.28,1.07,1.66
17.0,338.0,-7.55,0.85,1.43
18.0,338.0,-7.86,0.60,1.18
19.0,338.0,-8.19,0.33,0.90
20.0,338.0,-8.55,0.03,0.60
21.0,338.0,-8.94,-0.30,0.26
22.0,338.0,-9.36,-0.67,-0.12
23.0,338.0,-9.82,-1.08,-0.53
24.0,338.0,-10.32,-1.53,-0.99
25.0,338.0,-10.87,-2.03,-1.50
26.0,338.0,-11.46,-2.59,-2.06
27.0,338.0,-12.09,-3.22,-2.69
28.0,338.0,-12.78,-3.93,-3.39
29.0,338.0,-13.51,-4.71,-4.18
30.0,338.0,-14.28,-5.60,-5.04
31.0,338.0,-15.07,-6.57,-6.00
32.0,338.0,-15.87,-7.64,-7.03
33.0,338.0,-16.62,-8.75,-8.09
34.0,338.0,-17.25,-9.79,-9.07
35.0,338.0,-17.68,-10.53,-9.76
36.0,338.0,-17.83,-10.67,-9.90
37.0,338.0,-17.68,-10.09,-9.40
38.0,338.0,-17.26,-8.98,-8.38
39.0,338.0,-16.65,-7.62,-7.11
40.0,338.0,-15.93,-6.23,-5.79
41.0,338.0,-15.18,-4.89,-4.50
42.0,338.0,-14.44,-3.65,-3.30
43.0,338.0,-13.74,-2.51,-2.19
44.0,338.0,-13.08,-1.47,-1.18
45.0,338.0,-12.47,-0.51,-0.24
46.0,338.0,-11.92,0.37,0.62
47.0,338.0,-11.43,1.17,1.40
48.0,338.0,-10.99,1.91,2.13
49.0,338.0,-10.60,2.60,2.80
50.0,338.0,-10.27,3.23,3.42
51.0,338.0,-9.98,3.81,3.99
52.0,338.0,-9.74,4.35,4.52
53.0,338.0,-9.54,4.85,5.00
54.0,338.0,-9.39,5.31,5.45
55.0,338.0,-9.28,5.73,5.86
56.0,338.0,-9.22,6.11,6.24
57.0,338.0,-9.20,6.46,6.58
58.0,338.0,-9.22,6.78,6.88
59.0,338.0,-9.28,7.06,7.16
60.0,338.0,-9.39,7.31,7.40
61.0,338.0,-9.54,7.53,7.61
62.0,338.0,-9.73,7.72,7.79
63.0,338.0,-9.96,7.87,7.94
64.0,338.0,-10.24,8.00,8.06
65.0,338.0,-10.56,8.09,8.15
66.0,338.0,-10.93,8.15,8.20
67.0,338.0,-11.34,8.18,8.22
68.0,338.0,-11.80,8.17,8.21
69.0,338.0,-12.31,8.12,8.16
70.0,338.0,-12.87,8.04,8.08
71.0,338.0,-13.48,7.92,7.96
72.0,338.0,-14.13,7.77,7.79
73.0,338.0,-14.82,7.56,7.59
74.0,338.0,-15.56,7.31,7.34
75.0,338.0,-16.33,7.01,7.03
76.0,338.0,-17.13,6.66,6.68
77.0,338.0,-17.94,6.25,6.26
78.0,338.0,-18.76,5.77,5.78
79.0,338.0,-19.58,5.21,5.22
80.0,338.0,-20.38,4.56,4.58
81.0,338.0,-21.17,3.82,3.83
82.0,338.0,-21.96,2.95,2.96
83.0,338.0,-22.78,1.93,1.94
84.0,338.0,-23.68,0.71,0.72
85.0,338.0,-24.73,-0.77,-0.75
86.0,338.0,-26.05,-2.61,-2.59
87.0,338.0,-27.87,-5.03,-5.01
88.0,338.0,-30.66,-8.49,-8.47
89.0,338.0,-35.89,-14.47,-14.44
0.0,339.0,-5.75,2.57,3.16
1.0,339.0,-5.76,2.56,3.16
2.0,339.0,-5.78,2.55,3.14
3.0,339.0,-5.81,2.52,3.12
4.0,339.0,-5.86,2.49,3.08
5.0,339.0,-5.92,2.45,3.04
6.0,339.0,-5.99,2.39,2.98
7.0,339.0,-6.08,2.33,2.91
8.0,339.0,-6.19,2.25,2.83
9.0,339.0,-6.31,2.16,2.74
10.0,339.0,-6.45,2.06,2.63
11.0,339.0,-6.60,1.95,2.51
12.0,339.0,-6.77,1.82,2.38
13.0,339.0,-6.96,1.67,2.23
14.0,339.0,-7.17,1.51,2.06
15.0,339.0,-7.40,1.33,1.88
16.0,339.0,-7.66,1.13,1.67
17.0,339.0,-7.93,0.91,1.44
18.0,339.0,-8.24,0.67,1.19
19.0,339.0,-8.57,0.40,0.92
20.0,339.0,-8.93,0.10,0.61
21.0,339.0,-9.32,-0.23,0.27
22.0,339.0,-9.74,-0.60,-0.10
23.0,339.0,-10.20,-1.01,-0.52
24.0,339.0,-10.70,-1.46,-0.97
25.0,339.0,-11.24,-1.97,-1.48
26.0,339.0,-11.83,-2.53,-2.05
27.0,339.0,-12.47,-3.15,-2.67
28.0,339.0,-13.15,-3.86,-3.37
29.0,339.0,-13.88,-4.64,-4.16
30.0,339.0,-14.65,-5.52,-5.02
31.0,339.0,-15.45,-6.50,-5.98
32.0,339.0,-16.24,-7.57,-7.02
33.0,339.0,-16.99,-8.68,-8.08
34.0,339.0,-17.62,-9.72,-9.07
35.0,339.0,-18.05,-10.45,-9.76
36.0,339.0,-18.20,-10.59,-9.90
37.0,339.0,-18.05,-10.02,-9.38
38.0,339.0,-17.63,-8.91,-8.36
39.0,339.0,-17.02,-7.55,-7.08
40.0,339.0,-16.30,-6.15,-5.75
41.0,339.0,-15.55,-4.81,-4.46
42.0,339.0,-14.81,-3.57,-3.26
43.0,339.0,-14.10,-2.43,-2.15
44.0,339.0,-13.44,-1.39,-1.12
45.0,339.0,-12.84,-0.43,-0.19
46.0,339.0,-12.28,0.45,0.67
47.0,339.0,-11.79,1.25,1.46
48.0,339.0,-11.35,2.00,2.19
49.0,339.0,-10.96,2.68,2.86
50.0,339.0,-10.63,3.31,3.49
51.0,339.0,-10.34,3.90,4.06
52.0,339.0,-10.10,4.44,4.59
53.0,339.0,-9.90,4.93,5.07
54.0,339.0,-9.75,5.39,5.52
55.0,339.0,-9.64,5.81,5.93
56.0,339.0,-9.58,6.20,6.31
57.0,339.0,-9.56,6.55,6.65
58.0,339.0,-9.58,6.86,6.96
59.0,339.0,-9.64,7.15,7.24
60.0,339.0,-9.74,7.40,7.48
61.0,339.0,-9.89,7.62,7.70
62.0,339.0,-10.08,7.81,7.88
63.0,339.0,-10.31,7.96,8.03
64.0,339.0,-10.59,8.09,8.15
65.0,339.0,-10.91,8.18,8.23
66.0,339.0,-11.28,8.24,8.29
67.0,339.0,-11.69,8.27,8.31
68.0,339.0,-12.15,8.26,8.30
69.0,339.0,-12.66,8.22,8.25
70.0,339.0,-13.22,8.14,8.17
71.0,339.0,-13.82,8.02,8.05
72.0,339.0,-14.47,7.86,7.89
73.0,339.0,-15.17,7.66,7.68
74.0,339.0,-15.90,7.41,7.43
75.0,339.0,-16.67,7.11,7.13
76.0,339.0,-17.47,6.76,6.77
77.0,339.0,-18.28,6.34,6.36
78.0,339.0,-19.11,5.86,5.88
79.0,339.0,-19.92,5.31,5.32
80.0,339.0,-20.73,4.66,4.67
81.0,339.0,-21.52,3.92,3.93
82.0,339.0,-22.31,3.05,3.06
83.0,339.0,-23.13,2.02,2.04
84.0,339.0,-24.02,0.81,0.82
85.0,339.0,-25.07,-0.67,-0.65
86.0,339.0,-26.39,-2.51,-2.50
87.0,339.0,-28.21,-4.94,-4.92
88.0,339.0,-31.00,-8.40,-8.37
89.0,339.0,-36.23,-14.37,-14.34
0.0,340.0,-6.15,2.62,3.16
1.0,340.0,-6.16,2.62,3.16
2.0,340.0,-6.18,2.61,3.14
3.0,340.0,-6.21,2.58,3.12
4.0,340.0,-6.26,2.55,3.08
5.0,340.0,-6.32,2.50,3.04
6.0,340.0,-6.40,2.45,2.98
7.0,340.0,-6.49,2.38,2.91
8.0,340.0,-6.59,2.31,2.83
9.0,340.0,-6.71,2.22,2.74
10.0,340.0,-6.85,2.12,2.64
11.0,340.0,-7.00,2.01,2.52
12.0,340.0,-7.18,1.88,2.39
13.0,340.0,-7.37,1.73,2.24
14.0,340.0,-7.58,1.57,2.07
15.0,340.0,-7.81,1.39,1.88
16.0,340.0,-8.06,1.19,1.68
17.0,340.0,-8.34,0.97,1.45
18.0,340.0,-8.64,0.73,1.20
19.0,340.0,-8.97,0.46,0.93
20.0,340.0,-9.33,0.16,0.62
21.0,340.0,-9.72,-0.17,0.29
22.0,340.0,-10.14,-0.54,-0.09
23.0,340.0,-10.60,-0.95,-0.50
24.0,340.0,-11.10,-1.40,-0.96
25.0,340.0,-11.64,-1.90,-1.46
26.0,340.0,-12.23,-2.46,-2.03
27.0,340.0,-12.86,-3.09,-2.65
28.0,340.0,-13.55,-3.79,-3.35
29.0,340.0,-14.28,-4.58,-4.14
30.0,340.0,-15.05,-5.46,-5.00
31.0,340.0,-15.84,-6.44,-5.96
32.0,340.0,-16.64,-7.50,-7.00
33.0,340.0,-17.38,-8.61,-8.07
34.0,340.0,-18.01,-9.65,-9.06
35.0,340.0,-18.44,-10.38,-9.75
36.0,340.0,-18.59,-10.52,-9.89
37.0,340.0,-18.44,-9.95,-9.37
38.0,340.0,-18.02,-8.84,-8.34
39.0,340.0,-17.41,-7.48,-7.06
40.0,340.0,-16.69,-6.08,-5.72
41.0,340.0,-15.94,-4.74,-4.42
42.0,340.0,-15.20,-3.50,-3.21
43.0,340.0,-14.49,-2.36,-2.10
44.0,340.0,-13.83,-1.31,-1.08
45.0,340.0,-13.22,-0.35,-0.14
46.0,340.0,-12.67,0.52,0.73
47.0,340.0,-12.17,1.33,1.52
48.0,340.0,-11.73,2.07,2.25
49.0,340.0,-11.35,2.76,2.93
50.0,340.0,-11.01,3.39,3.55
51.0,340.0,-10.72,3.98,4.12
52.0,340.0,-10.48,4.52,4.65
53.0,340.0,-10.28,5.02,5.14
54.0,340.0,-10.13,5.47,5.59
55.0,340.0,-10.02,5.89,6.00
56.0,340.0,-9.96,6.28,6.38
57.0,340.0,-9.93,6.63,6.73
58.0,340.0,-9.95,6.95,7.04
59.0,340.0,-10.01,7.23,7.31
60.0,340.0,-10.12,7.48,7.56
61.0,340.0,-10.26,7.70,7.77
62.0,340.0,-10.45,7.89,7.96
63.0,340.0,-10.68,8.05,8.11
64.0,340.0,-10.96,8.18,8.23
65.0,340.0,-11.28,8.27,8.32
66.0,340.0,-11.65,8.33,8.37
67.0,340.0,-12.06,8.36,8.40
68.0,340.0,-12.52,8.35,8.39
69.0,340.0,-13.03,8.31,8.34
70.0,340.0,-13.59,8.23,8.26
71.0,340.0,-14.19,8.11,8.14
72.0,340.0,-14.84,7.95,7.97
73.0,340.0,-15.54,7.75,7.77
74.0,340.0,-16.27,7.50,7.52
75.0,340.0,-17.04,7.20,7.22
76.0,340.0,-17.84,6.85,6.86
77.0,340.0,-18.65,6.44,6.45
78.0,340.0,-19.47,5.96,5.97
79.0,340.0,-20.29,5.40,5.41
80.0,340.0,-21.09,4.76,4.77
81.0,340.0,-21.88,4.01,4.02
82.0,340.0,-22.67,3.14,3.15
83.0,340.0,-23.49,2.12,2.13
84.0,340.0,-24.39,0.90,0.91
85.0,340.0,-25.44,-0.58,-0.56
86.0,340.0,-26.76,-2.42,-2.41
87.0,340.0,-28.58,-4.84,-4.82
88.0,340.0,-31.37,-8.30,-8.28
89.0,340.0,-36.59,-14.28,-14.25
0.0,341.0,-6.58,2.68,3.16
1.0,341.0,-6.59,2.67,3.16
2.0,341.0,-6.61,2.66,3.14
3.0,341.0,-6.64,2.64,3.12
4.0,341.0,-6.69,2.60,3.09
5.0,341.0,-6.75,2.56,3.04
6.0,341.0,-6.83,2.50,2.98
7.0,341.0,-6.92,2.44,2.92
8.0,341.0,-7.02,2.36,2.84
9.0,341.0,-7.14,2.28,2.75
10.0,341.0,-7.28,2.17,2.64
11.0,341.0,-7.43,2.06,2.52
12.0,341.0,-7.60,1.93,2.39
13.0,341.0,-7.79,1.79,2.24
14.0,341.0,-8.00,1.63,2.08
15.0,341.0,-8.23,1.45,1.89
16.0,341.0,-8.48,1.25,1.69
17.0,341.0,-8.76,1.03,1.46
18.0,341.0,-9.06,0.79,1.21
19.0,341.0,-9.39,0.52,0.94
20.0,341.0,-9.75,0.22,0.63
21.0,341.0,-10.14,-0.11,0.30
22.0,341.0,-10.56,-0.48,-0.07
23.0,341.0,-11.02,-0.89,-0.48
24.0,341.0,-11.52,-1.34,-0.94
25.0,341.0,-12.06,-1.84,-1.45
26.0,341.0,-12.65,-2.40,-2.01
27.0,341.0,-13.28,-3.03,-2.64
28.0,341.0,-13.97,-3.73,-3.34
29.0,341.0,-14.70,-4.51,-4.12
30.0,341.0,-15.46,-5.39,-4.99
31.0,341.0,-16.26,-6.37,-5.95
32.0,341.0,-17.05,-7.44,-6.99
33.0,341.0,-17.80,-8.55,-8.06
34.0,341.0,-18.43,-9.58,-9.05
35.0,341.0,-18.86,-10.32,-9.75
36.0,341.0,-19.01,-10.46,-9.89
37.0,341.0,-18.85,-9.88,-9.36
38.0,341.0,-18.43,-8.77,-8.32
39.0,341.0,-17.82,-7.41,-7.03
40.0,341.0,-17.10,-6.01,-5.69
41.0,341.0,-16.35,-4.67,-4.39
42.0,341.0,-15.61,-3.43,-3.17
43.0,341.0,-14.90,-2.29,-2.05
44.0,341.0,-14.24,-1.24,-1.03
45.0,341.0,-13.63,-0.28,-0.09
46.0,341.0,-13.08,0.60,0.78
47.0,341.0,-12.58,1.40,1.57
48.0,341.0,-12.14,2.15,2.31
49.0,341.0,-11.75,2.83,2.98
50.0,341.0,-11.41,3.47,3.61
51.0,341.0,-11.12,4.05,4.18
52.0,341.0,-10.88,4.59,4.72
53.0,341.0,-10.68,5.09,5.21
54.0,341.0,-10.53,5.55,5.66
55.0,341.0,-10.42,5.97,6.07
56.0,341.0,-10.36,6.36,6.45
57.0,341.0,-10.33,6.71,6.79
58.0,341.0,-10.35,7.03,7.11
59.0,341.0,-10.41,7.31,7.39
60.0,341.0,-10.52,7.56,7.63
61.0,341.0,-10.66,7.79,7.85
62.0,341.0,-10.85,7.98,8.03
63.0,341.0,-11.08,8.13,8.18
64.0,341.0,-11.36,8.26,8.31
65.0,341.0,-11.68,8.35,8.40
66.0,341.0,-12.05,8.41,8.45
67.0,341.0,-12.46,8.44,8.48
68.0,341.0,-12.92,8.43,8.47
69.0,341.0,-13.43,8.39,8.42
70.0,341.0,-13.98,8.31,8.34
71.0,341.0,-14.59,8.20,8.22
72.0,341.0,-15.24,8.04,8.06
73.0,341.0,-15.93,7.84,7.85
74.0,341.0,-16.66,7.59,7.60
75.0,341.0,-17.43,7.29,7.30
76.0,341.0,-18.23,6.94,6.95
77.0,341.0,-19.04,6.52,6.54
78.0,341.0,-19.86,6.04,6.05
79.0,341.0,-20.68,5.49,5.50
80.0,341.0,-21.48,4.84,4.85
81.0,341.0,-22.27,4.10,4.11
82.0,341.0,-23.06,3.23,3.24
83.0,341.0,-23.88,2.21,2.22
84.0,341.0,-24.78,0.99,1.00
85.0,341.0,-25.83,-0.49,-0.47
86.0,341.0,-27.15,-2.33,-2.32
87.0,341.0,-28.97,-4.75,-4.74
88.0,341.0,-31.76,-8.21,-8.19
89.0,341.0,-36.98,-14.19,-14.16
0.0,342.0,-7.04,2.73,3.16
1.0,342.0,-7.04,2.72,3.16
2.0,342.0,-7.06,2.71,3.15
3.0,342.0,-7.10,2.69,3.12
4.0,342.0,-7.14,2.65,3.09
5.0,342.0,-7.20,2.61,3.04
6.0,342.0,-7.28,2.56,2.98
7.0,342.0,-7.37,2.49,2.92
8.0,342.0,-7.47,2.41,2.84
9.0,342.0,-7.59,2.33,2.75
10.0,342.0,-7.73,2.23,2.64
11.0,342.0,-7.88,2.11,2.53
12.0,342.0,-8.05,1.98,2.39
13.0,342.0,-8.24,1.84,2.25
14.0,342.0,-8.45,1.68,2.08
15.0,342.0,-8.68,1.50,1.90
16.0,342.0,-8.93,1.30,1.70
17.0,342.0,-9.21,1.08,1.47
18.0,342.0,-9.51,0.84,1.22
19.0,342.0,-9.84,0.57,0.95
20.0,342.0,-10.20,0.27,0.65
21.0,342.0,-10.59,-0.06,0.31
22.0,342.0,-11.01,-0.42,-0.06
23.0,342.0,-11.47,-0.83,-0.47
24.0,342.0,-11.97,-1.28,-0.93
25.0,342.0,-12.51,-1.78,-1.43
26.0,342.0,-13.10,-2.34,-1.99
27.0,342.0,-13.73,-2.97,-2.62
28.0,342.0,-14.41,-3.67,-3.32
29.0,342.0,-15.14,-4.46,-4.10
30.0,342.0,-15.91,-5.33,-4.97
31.0,342.0,-16.70,-6.31,-5.93
32.0,342.0,-17.50,-7.38,-6.97
33.0,342.0,-18.24,-8.48,-8.05
34.0,342.0,-18.87,-9.52,-9.04
35.0,342.0,-19.30,-10.25,-9.74
36.0,342.0,-19.45,-10.39,-9.88
37.0,342.0,-19.29,-9.82,-9.35
38.0,342.0,-18.87,-8.70,-8.31
39.0,342.0,-18.26,-7.34,-7.01
40.0,342.0,-17.54,-5.95,-5.65
41.0,342.0,-16.79,-4.61,-4.35
42.0,342.0,-16.05,-3.36,-3.13
43.0,342.0,-15.34,-2.22,-2.01
44.0,342.0,-14.67,-1.17,-0.98
45.0,342.0,-14.07,-0.21,-0.04
46.0,342.0,-13.51,0.66,0.83
47.0,342.0,-13.02,1.47,1.62
48.0,342.0,-12.57,2.22,2.36
49.0,342.0,-12.18,2.90,3.04
50.0,342.0,-11.85,3.54,3.66
51.0,342.0,-11.55,4.13,4.24
52.0,342.0,-11.31,4.67,4.77
53.0,342.0,-11.11,5.17,5.27
54.0,342.0,-10.96,5.63,5.72
55.0,342.0,-10.85,6.05,6.14
56.0,342.0,-10.78,6.43,6.52
57.0,342.0,-10.76,6.79,6.86
58.0,342.0,-10.78,7.10,7.17
59.0,342.0,-10.84,7.39,7.45
60.0,342.0,-10.94,7.64,7.70
61.0,342.0,-11.09,7.86,7.92
